100000,0,-15.12,"NO ","NO ","NO ","021200339"
100002,2,-8.28,"YES","NO ","NO ","111000025"
100003,3,0.00,"NO ","NO ","NO ","011200365"
100004,4,0.00,"NO ","NO ","NO ","122101706"
100006,6,0.00,"NO ","NO ","NO ","123103716"
100008,8,0.00,"NO ","NO ","NO ","101000035"
100010,10,0.00,"NO ","NO ","NO ","082000073"
100012,12,0.00,"NO ","NO ","NO ","011200365"
100013,13,0.00,"NO ","NO ","NO ","123103716"
100014,14,0.00,"NO ","NO ","NO ","053904483"
100015,15,0.00,"NO ","NO ","NO ","026009593"
100016,16,0.00,"NO ","NO ","NO ","123002011"
100017,17,0.00,"NO ","NO ","NO ","125000574"
100018,18,0.00,"NO ","NO ","NO ","103000017"
100019,19,0.00,"NO ","NO ","NO ","122101706"
100020,20,0.00,"NO ","NO ","NO ","051000017"
100021,21,0.00,"NO ","NO ","NO ","122101706"
100022,22,0.00,"NO ","NO ","NO ","011200365"
100023,23,0.00,"NO ","NO ","NO ","082000073"
100024,24,0.00,"NO ","NO ","NO ","111000025"
100025,25,0.00,"NO ","NO ","NO ","123103716"
100026,26,0.00,"NO ","NO ","NO ","063100277"
100027,27,0.00,"NO ","NO ","NO ","051000017"
100028,28,0.00,"NO ","NO ","NO ","071103619"
100030,30,0.00,"NO ","NO ","NO ","125200879"
100032,32,0.00,"NO ","NO ","NO ","073000176"
100033,33,0.00,"NO ","NO ","NO ","123103716"
100034,34,0.00,"NO ","NO ","NO ","124101555"
100035,35,0.00,"NO ","NO ","NO ","103000017"
100036,36,0.00,"NO ","NO ","NO ","307070267"
100037,37,0.00,"NO ","NO ","NO ","011500010"
100038,38,0.00,"NO ","NO ","NO ","123002011"
100039,39,0.00,"NO ","NO ","NO ","041001039"
100040,40,0.00,"NO ","NO ","NO ","054001204"
100041,41,0.00,"NO ","NO ","NO ","101000035"
100042,42,0.00,"NO ","NO ","NO ","011900571"
100044,44,0.00,"NO ","NO ","NO ","071000505"
100046,46,0.00,"NO ","NO ","NO ","063000047"
100048,48,0.00,"NO ","NO ","NO ","125200879"
100050,50,0.00,"NO ","NO ","NO ","053000196"
100052,52,0.00,"NO ","NO ","NO ","113000023"
100054,54,0.00,"NO ","NO ","NO ","071103619"
100056,56,0.00,"NO ","NO ","NO ","071000505"
100057,57,0.00,"NO ","NO ","NO ","021200339"
100058,58,0.00,"NO ","NO ","NO ","123103716"
100059,59,0.00,"NO ","NO ","NO ","021300077"
100060,60,0.00,"NO ","NO ","NO ","081000032"
100061,61,0.00,"NO ","NO ","NO ","113000023"
100062,62,0.00,"NO ","NO ","NO ","031202084"
100063,63,0.00,"NO ","NO ","NO ","122400724"
100064,64,0.00,"NO ","NO ","NO ","011400495"
100065,65,0.00,"NO ","NO ","NO ","054001204"
100066,66,0.00,"NO ","NO ","NO ","124000737 "
100068,68,0.00,"NO ","NO ","NO ","101100045"
100069,69,0.00,"NO ","NO ","NO ","081000032"
100070,70,0.00,"NO ","NO ","NO ","122400724"
100071,71,0.00,"NO ","NO ","NO ","021300077"
100072,72,0.00,"NO ","NO ","NO ","103000017"
100074,74,0.00,"NO ","NO ","NO ","123103716"
100076,76,0.00,"NO ","NO ","NO ","011200608"
100078,78,0.00,"NO ","NO ","NO ","011900571"
100080,80,0.00,"NO ","NO ","NO ","123103716"
100082,82,0.00,"NO ","NO ","NO ","063100277"
100083,83,0.00,"NO ","NO ","NO ","125200879"
100084,84,0.00,"NO ","NO ","NO ","051000017"
100085,85,0.00,"NO ","NO ","NO ","122400724"
100086,86,0.00,"NO ","NO ","NO ","051000017"
100088,88,0.00,"NO ","NO ","NO ","124000737 "
100090,90,0.00,"NO ","NO ","NO ","071000505"
100092,92,0.00,"NO ","NO ","NO ","053000196"
100094,94,0.00,"NO ","NO ","NO ","021000322"
100096,96,0.00,"NO ","NO ","NO ","011900571"
100097,97,0.00,"NO ","NO ","NO ","081904808"
100098,98,0.00,"NO ","NO ","NO ","122101706"
100099,99,0.00,"NO ","NO ","NO ","063000047"
100100,100,0.00,"NO ","NO ","NO ","122400724"
100101,101,0.00,"NO ","NO ","NO ","051000017"
100102,102,0.00,"NO ","NO ","NO ","053904483"
100103,103,0.00,"NO ","NO ","NO ","053000196"
100104,104,0.00,"NO ","NO ","NO ","021300077"
100105,105,0.00,"NO ","NO ","NO ","123103716"
100106,106,0.00,"NO ","NO ","NO ","101100045"
100107,107,0.00,"NO ","NO ","NO ","063000047"
100108,108,0.00,"NO ","NO ","NO ","011400495"
100110,110,0.00,"NO ","NO ","NO ","125000574"
100111,111,0.00,"NO ","NO ","NO ","323070380"
100112,112,0.00,"NO ","NO ","NO ","061000052"
100113,113,0.00,"NO ","NO ","NO ","011500010"
100114,114,0.00,"NO ","NO ","NO ","011900571"
100116,116,0.00,"NO ","NO ","NO ","125000574"
100117,117,0.00,"NO ","NO ","NO ","121000358"
100118,118,0.00,"NO ","NO ","NO ","101100045"
100119,119,0.00,"NO ","NO ","NO ","026009593"
100120,120,0.00,"NO ","NO ","NO ","026009593"
100122,122,0.00,"NO ","NO ","NO ","113000023"
100123,123,0.00,"NO ","NO ","NO ","011400495"
100124,124,0.00,"NO ","NO ","NO ","063100277"
100125,125,0.00,"NO ","NO ","NO ","073000176"
100126,126,0.00,"NO ","NO ","NO ","031202084"
100127,127,0.00,"NO ","NO ","NO ","081904808"
100128,128,0.00,"NO ","NO ","NO ","061000052"
100129,129,0.00,"NO ","NO ","NO ","107000327"
100130,130,0.00,"NO ","NO ","NO ","026009593"
100132,132,0.00,"NO ","NO ","NO ","063100277"
100133,133,0.00,"NO ","NO ","NO ","031202084"
100134,134,0.00,"NO ","NO ","NO ","123002011"
100135,135,0.00,"NO ","NO ","NO ","031202084"
100136,136,0.00,"NO ","NO ","NO ","073000176"
100138,138,0.00,"NO ","NO ","NO ","103000017"
100140,140,0.00,"NO ","NO ","NO ","031202084"
100141,141,0.00,"NO ","NO ","NO ","011500010"
100142,142,0.00,"NO ","NO ","NO ","011000138"
100143,143,0.00,"NO ","NO ","NO ","124101555"
100144,144,0.00,"NO ","NO ","NO ","123103716"
100146,146,0.00,"NO ","NO ","NO ","111000025"
100148,148,0.00,"NO ","NO ","NO ","011200608"
100149,149,0.00,"NO ","NO ","NO ","052001633"
100150,150,0.00,"NO ","NO ","NO ","011500010"
100151,151,0.00,"NO ","NO ","NO ","063100277"
100152,152,0.00,"NO ","NO ","NO ","051000017"
100154,154,0.00,"NO ","NO ","NO ","041001039"
100156,156,0.00,"NO ","NO ","NO ","101100045"
100158,158,0.00,"NO ","NO ","NO ","082000073"
100160,160,0.00,"YES","NO ","NO ","122400724"
100162,162,0.00,"YES","NO ","NO ","323070380"
100164,164,0.00,"YES","NO ","NO ","071214579"
100166,166,0.00,"YES","NO ","NO ","123103716"
100168,168,0.00,"YES","NO ","YES","071103619"
100170,170,0.00,"NO ","YES","NO ","011200365"
100171,171,0.00,"NO ","YES","NO ","063100277"
100172,172,0.00,"NO ","YES","NO ","111000025"
100173,173,0.00,"NO ","YES","NO ","051000017"
100174,174,0.00,"NO ","YES","NO ","124101555"
100176,176,0.00,"NO ","YES","NO ","026009593"
100177,177,0.00,"NO ","YES","NO ","111000025"
100178,178,0.00,"NO ","YES","NO ","026009593"
100179,179,0.00,"NO ","YES","NO ","011400495"
100180,180,0.00,"NO ","YES","NO ","052001633"
100181,181,0.00,"NO ","YES","NO ","026009593"
100182,182,0.00,"NO ","YES","NO ","053904483"
100184,184,0.00,"NO ","YES","NO ","123103716"
100185,185,0.00,"NO ","YES","NO ","041001039"
100186,186,0.00,"NO ","YES","NO ","053000196"
100187,187,0.00,"NO ","YES","NO ","031202084"
100188,188,0.00,"NO ","YES","NO ","081904808"
100190,190,0.00,"NO ","YES","NO ","011900571"
100191,191,0.00,"NO ","YES","NO ","051000017"
100192,192,0.00,"NO ","YES","NO ","125000024"
100193,193,0.00,"NO ","YES","NO ","011000138"
100194,194,0.00,"NO ","YES","NO ","124000737 "
100196,196,0.00,"NO ","YES","NO ","071000505"
100198,198,0.00,"NO ","YES","NO ","011200608"
100200,200,0.00,"NO ","YES","NO ","211672531"
100202,202,0.00,"NO ","YES","NO ","026009593"
100203,203,0.00,"NO ","YES","NO ","121000358"
100204,204,0.00,"NO ","YES","NO ","011000138"
100206,206,0.00,"NO ","YES","NO ","081000032"
100208,208,0.00,"NO ","YES","NO ","052001633"
100209,209,0.00,"NO ","YES","NO ","082000073"
100210,210,0.00,"NO ","YES","NO ","071214579"
100211,211,0.00,"NO ","YES","NO ","125000024"
100212,212,0.00,"NO ","YES","NO ","011200365"
100214,214,0.00,"NO ","YES","NO ","031202084"
100215,215,0.00,"NO ","YES","NO ","021000322"
100216,216,0.00,"NO ","YES","NO ","021300077"
100217,217,0.00,"NO ","YES","NO ","111000025"
100218,218,0.00,"NO ","YES","NO ","054001204"
100219,219,0.00,"NO ","YES","NO ","323070380"
100220,220,0.00,"NO ","YES","NO ","323070380"
100221,221,0.00,"NO ","YES","NO ","011000138"
100222,222,0.00,"NO ","YES","NO ","051000017"
100224,224,0.00,"NO ","YES","NO ","051000017"
100226,226,0.00,"NO ","YES","NO ","122101706"
100228,228,0.00,"NO ","YES","NO ","061000052"
100229,229,0.00,"NO ","YES","YES","122101706"
100230,230,0.00,"NO ","YES","YES","211672531"
100231,231,0.00,"NO ","YES","YES","071000505"
100232,232,0.00,"NO ","YES","YES","081904808"
100234,234,0.36,"YES","NO ","NO ","061000052"
100236,236,0.36,"YES","NO ","NO ","113000023"
100238,238,0.36,"YES","NO ","NO ","113000023"
100240,240,0.36,"YES","NO ","NO ","031202084"
100242,242,1.28,"NO ","NO ","NO ","101100045"
100243,243,2.00,"NO ","NO ","NO ","053904483"
100244,244,1.28,"YES","NO ","NO ","071103619"
100245,245,2.00,"YES","NO ","NO ","124000737 "
100246,246,1.92,"NO ","NO ","NO ","064000020"
100247,247,3.00,"YES","NO ","NO ","071214579"
100248,248,1.79,"NO ","NO ","NO ","073000176"
100250,250,1.79,"NO ","NO ","NO ","081000032"
100251,251,6.00,"NO ","NO ","NO ","103000017"
100252,252,3.84,"NO ","NO ","NO ","071214579"
100253,253,6.00,"NO ","NO ","NO ","051000017"
100254,254,4.48,"NO ","NO ","NO ","323070380"
100255,255,7.00,"NO ","NO ","NO ","031202084"
100256,256,4.48,"NO ","NO ","NO ","041001039"
100257,257,8.00,"YES","NO ","NO ","082000073"
100258,258,5.76,"NO ","NO ","NO ","053000196"
100260,260,3.59,"NO ","NO ","NO ","053000196"
